Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Kokscharow,  Nikolai von (Nikolaj Ivanovicç);Kokscharow; Nikolai von (Nikolaj Ivanovicç); Nikolai von (Nikolaj Ivanovicç) Kokscharow;1818;1893;http://viaf.org/viaf/3218604;http://viaf.org/viaf/;3218604;KM 20.10.1887 ;;;
Fresenius,  Remigius;Fresenius; Remigius; Remigius Fresenius;1818;1897;http://viaf.org/viaf/34560190;http://viaf.org/viaf/;34560190;KM 06.12.1888 ;;;
Jhering,  Rudolph von;Jhering; Rudolph von; Rudolph von Jhering;1818;1892;http://viaf.org/viaf/84101514;http://viaf.org/viaf/;84101514;KM 25.07.1889 ;;;
Weil,  Henri;Weil; Henri; Henri Weil;1818;1909;http://viaf.org/viaf/29581524;http://viaf.org/viaf/;29581524;KM 12.03.1896 bis 16.07.1908 ;AM 25.09.1908 ;;
Pettenkofer,  Max Joseph von;Pettenkofer; Max Joseph von; Max Joseph von Pettenkofer;1818;1901;http://viaf.org/viaf/27359985;http://viaf.org/viaf/;27359985;AM 04.04.1898 ;;;
Minervini,  Giulio;Minervini; Giulio; Giulio Minervini;1819;1891;http://viaf.org/viaf/34590199;http://viaf.org/viaf/;34590199;KM 17.06.1852 ;;;
Brucke,  Ernst Wilhelm Ritter von;Brucke; Ernst Wilhelm Ritter von; Ernst Wilhelm Ritter von Brucke;1819;1892;http://viaf.org/viaf/49441325;http://viaf.org/viaf/;49441325;KM 27.04.1854 ;;;
Stokes,  Sir George Gabriel;Stokes; Sir George Gabriel; Sir George Gabriel Stokes;1819;1903;http://viaf.org/viaf/73899541;http://viaf.org/viaf/;73899541;KM 07.04.1859 bis 13.04.1899 ;AM 22.05.1899 ;;
Fizeau,  Armand-Hippolyte-Louis;Fizeau; Armand-Hippolyte-Louis; Armand-Hippolyte-Louis Fizeau;1819;1896;http://viaf.org/viaf/54384820;http://viaf.org/viaf/;54384820;KM 06.08.1863 ;;;
Foucault,  Jean-Bernard-Léon;Foucault; Jean-Bernard-Léon; Jean-Bernard-Léon Foucault;1819;1868;http://viaf.org/viaf/69024801;http://viaf.org/viaf/;69024801;KM 02.02.1865 ;;;
Struve,  Otto;Struve; Otto; Otto Struve;1819;1905;http://viaf.org/viaf/10646413;http://viaf.org/viaf/;10646413;KM 02.04.1868 ;;;
Harms,  Friedrich;Harms; Friedrich; Friedrich Harms;1819;1880;http://viaf.org/viaf/76636952;http://viaf.org/viaf/;76636952;OM 09.12.1872;;;
Salmon,  George;Salmon; George; George Salmon;1819;1904;http://viaf.org/viaf/100210233;http://viaf.org/viaf/;100210233;KM 12.06.1873 ;;;
Schäfer,  Arnold;Schäfer; Arnold; Arnold Schäfer;1819;1883;http://viaf.org/viaf/59948975;http://viaf.org/viaf/;59948975;KM 12.02.1874 ;;;
Wattenbach,  Wilhelm;Wattenbach; Wilhelm; Wilhelm Wattenbach;1819;1897;http://viaf.org/viaf/64086545;http://viaf.org/viaf/;64086545;OM 15.08.1881 ;;;
Cornelius,  Karl Adolf Wenzeslaus von;Cornelius; Karl Adolf Wenzeslaus von; Karl Adolf Wenzeslaus von Cornelius;1819;1903;http://viaf.org/viaf/5689077;http://viaf.org/viaf/;5689077;KM 28.10.1897 ;;;
Stokes,  Sir George Gabriel;Stokes; Sir George Gabriel; Sir George Gabriel Stokes;1819;1903;http://viaf.org/viaf/73899541;http://viaf.org/viaf/;73899541;KM 07.04.1859 bis 13.04.1899 ;AM 22.05.1899 ;;
Koelle, S. W. (Sigismund Wilhelm);Koelle;S. W. (Sigismund Wilhelm);S. W. (Sigismund Wilhelm) Koelle;1820;1902;http://viaf.org/viaf/30284055;http://viaf.org/viaf/;30284055;KM 10.05.1855 ;;;
Rosen,  Georg;Rosen; Georg; Georg Rosen;1820;1891;http://viaf.org/viaf/77072429;http://viaf.org/viaf/;77072429;KM 25.03.1858 ;;;
Vries,  Matthias de;Vries; Matthias de; Matthias de Vries;1820;1892;http://viaf.org/viaf/10072073;http://viaf.org/viaf/;10072073;KM 31.01.1861 ;;;
Spiegel,  Friedrich von;Spiegel; Friedrich von; Friedrich von Spiegel;1820;1905;http://viaf.org/viaf/37719656;http://viaf.org/viaf/;37719656;KM 13.03.1862 ;;;
Rozieçre,  Thomas-Louis-Marie-Eugeçne de;Rozieçre; Thomas-Louis-Marie-Eugeçne de; Thomas-Louis-Marie-Eugeçne de Rozieçre;1820;1896;http://viaf.org/viaf/46876486;http://viaf.org/viaf/;46876486;KM 11.02.1864 ;;;
Curtius,  Georg;Curtius; Georg; Georg Curtius;1820;1885;http://viaf.org/viaf/34470733;http://viaf.org/viaf/;34470733;KM 04.11.1869 ;;;
Ebel,  Hermann Wilhelm;Ebel; Hermann Wilhelm; Hermann Wilhelm Ebel;1820;1875;http://viaf.org/viaf/10219916;http://viaf.org/viaf/;10219916;KM 04.11.1869 ;;;
Prantl,  Carl Von;Prantl; Carl Von; Carl Von Prantl;1820;1888;http://viaf.org/viaf/2459163;http://viaf.org/viaf/;2459163;KM 12.02.1874 ;;;
Liliencron,  Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von;Liliencron; Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von; Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von Liliencron;1820;1912;http://viaf.org/viaf/5914112;http://viaf.org/viaf/;5914112;AM 14.01.1901 bis 01.09.1908 ;EM 01.09.1908 ;;
Barth,  Johann Heinrich;Barth; Johann Heinrich; Johann Heinrich Barth;1821;1865;http://viaf.org/viaf/9813857;http://viaf.org/viaf/;9813857;KM 09.08.1855 ;;;
Helmholtz,  Hermann von;Helmholtz; Hermann von; Hermann von Helmholtz;1821;1894;http://viaf.org/viaf/51690801;http://viaf.org/viaf/;51690801;KM 15.01.1857 bis 05.05.1870 ;AM 01.06.1870 bis 01.04.1871 ;OM 01.04.1871 ;
Roth,  Rudolf von;Roth; Rudolf von; Rudolf von Roth;1821;1895;http://viaf.org/viaf/102330097;http://viaf.org/viaf/;102330097;KM 31.01.1861 bis 07.03.1889 ;AM 15.05.1889 ;;
Boncompagni ludovisi,  Baldassarre Principe;Boncompagni ludovisi; Baldassarre Principe; Baldassarre Principe Boncompagni ludovisi;1821;1894;http://viaf.org/viaf/202392039;http://viaf.org/viaf/;202392039;EM 21.07.1862 ;;;
Heine,  Eduard;Heine; Eduard; Eduard Heine;1821;1881;http://viaf.org/viaf/64763484;http://viaf.org/viaf/;64763484;KM 16.07.1863 ;;;
Seidel,  Ludwig von;Seidel; Ludwig von; Ludwig von Seidel;1821;1896;http://viaf.org/viaf/45080878;http://viaf.org/viaf/;45080878;KM 16.07.1863 ;;;
Cayley,  Arthur;Cayley; Arthur; Arthur Cayley;1821;1895;http://viaf.org/viaf/69046313;http://viaf.org/viaf/;69046313;KM 26.07.1866 ;;;
Helmholtz,  Hermann von;Helmholtz; Hermann von; Hermann von Helmholtz;1821;1894;http://viaf.org/viaf/51690801;http://viaf.org/viaf/;51690801;KM 15.01.1857 bis 05.05.1870 ;AM 01.06.1870 bis 01.04.1871 ;OM 01.04.1871 ;
Chebyshev,  P. L. (Pafnutiiç Lçvovich);Chebyshev; P. L. (Pafnutiiç Lçvovich); P. L. (Pafnutiiç Lçvovich) Chebyshev;1821;1894;http://viaf.org/viaf/54930819;http://viaf.org/viaf/;54930819;KM 13.07.1871 ;;;
Hercher,  Rudolf;Hercher; Rudolf; Rudolf Hercher;1821;1878;http://viaf.org/viaf/19792580;http://viaf.org/viaf/;19792580;OM 14.07.1873 ;;;
Virchow,  Rudolf;Virchow; Rudolf; Rudolf Virchow;1821;1902;http://viaf.org/viaf/34505480;http://viaf.org/viaf/;34505480;OM 22.12.1873 ;;;
Torstrik,  Adolf;Torstrik; Adolf; Adolf Torstrik;1821;1877;http://viaf.org/viaf/17999086;http://viaf.org/viaf/;17999086;KM 10.02.1876 ;;;
Leydig,  Franz von;Leydig; Franz von; Franz von Leydig;1821;1908;http://viaf.org/viaf/72195416;http://viaf.org/viaf/;72195416;KM 20.01.1887 bis 13.04.1908 ;;;
Roth,  Rudolf ;Roth; Rudolf ; Rudolf  Roth;1821;1895;http://viaf.org/viaf/102330097;http://viaf.org/viaf/;102330097;KM 31.01.1861 bis 07.03.1889 ;AM 15.05.1889 ;;
Haym,  Rudolf;Haym; Rudolf; Rudolf Haym;1821;1901;http://viaf.org/viaf/76399384;http://viaf.org/viaf/;76399384;AM 05.03.1900 ;;;
Rossi,  Giovanni Battista de;Rossi; Giovanni Battista de; Giovanni Battista de Rossi;1822;1894;http://viaf.org/viaf/100171586;http://viaf.org/viaf/;100171586;KM 16.06.1853 bis 17.06.1875 ;AM 09.07.1875 ;;
Hermite,  Charles;Hermite; Charles; Charles Hermite;1822;1901;http://viaf.org/viaf/41921106;http://viaf.org/viaf/;41921106;KM 11.08.1859 bis 25.10.1883 ;AM 02.01.1884 ;;
Nauck,  August;Nauck; August; August Nauck;1822;1892;http://viaf.org/viaf/73941797;http://viaf.org/viaf/;73941797;KM 30.05.1861 ;;;
Aufrecht,  Theodor;Aufrecht; Theodor; Theodor Aufrecht;1822;1907;http://viaf.org/viaf/63994971;http://viaf.org/viaf/;63994971;KM 11.02.1864 ;;;
Brunn,  Heinrich ;Brunn; Heinrich ; Heinrich  Brunn;1822;1894;http://viaf.org/viaf/27831330;http://viaf.org/viaf/;27831330;KM 26.07.1866 bis 09.03.1893 ;AM 13.03.1893 ;;
Rossi,  Giovanni Battista de;Rossi; Giovanni Battista de; Giovanni Battista de Rossi;1822;1894;http://viaf.org/viaf/100171586;http://viaf.org/viaf/;100171586;KM 16.06.1853 bis 17.06.1875 ;AM 09.07.1875 ;;
Clausius,  Rudolf Julius Emanuel;Clausius; Rudolf Julius Emanuel; Rudolf Julius Emanuel Clausius;1822;1888;http://viaf.org/viaf/36968732;http://viaf.org/viaf/;36968732;KM 30.03.1876 ;;;
Hauer,  Franz Ritter von;Hauer; Franz Ritter von; Franz Ritter von Hauer;1822;1899;http://viaf.org/viaf/64308707;http://viaf.org/viaf/;64308707;KM 03.03.1881 ;;;
Keil,  Heinrich;Keil; Heinrich; Heinrich Keil;1822;1894;http://viaf.org/viaf/2604826;http://viaf.org/viaf/;2604826;KM 15.06.1882 ;;;
Hermite,  Charles;Hermite; Charles; Charles Hermite;1822;1901;http://viaf.org/viaf/41921106;http://viaf.org/viaf/;41921106;KM 11.08.1859 bis 25.10.1883 ;AM 02.01.1884 ;;
Gibbs,  Oliver Wolcott;Gibbs; Oliver Wolcott; Oliver Wolcott Gibbs;1822;1908;http://viaf.org/viaf/74003415;http://viaf.org/viaf/;74003415;KM 29.01.1885 ;;;
Leuckart,  Rudolf;Leuckart; Rudolf; Rudolf Leuckart;1822;1898;http://viaf.org/viaf/5722992;http://viaf.org/viaf/;5722992;KM 20.01.1887 ;;;
Brunn,  Heinrich ;Brunn; Heinrich ; Heinrich  Brunn;1822;1894;http://viaf.org/viaf/27831330;http://viaf.org/viaf/;27831330;KM 26.07.1866 bis 09.03.1893 ;AM 13.03.1893 ;;
Eisenstein,  Gotthold;Eisenstein; Gotthold; Gotthold Eisenstein;1823;1852;http://viaf.org/viaf/71464538;http://viaf.org/viaf/;71464538;OM 24.04.1852 ;;;
Renan,  Ernest;Renan; Ernest; Ernest Renan;1823;1892;http://viaf.org/viaf/100170528;http://viaf.org/viaf/;100170528;KM 30.06.1859 ;;;
Pringsheim,  Nathanael;Pringsheim; Nathanael; Nathanael Pringsheim;1823;1894;http://viaf.org/viaf/64121720;http://viaf.org/viaf/;64121720;OM 09.05.1860 bis 30.06.1864 ;EM 01.07.1864 bis 30.07.1868 ;OM 17.08.1868 ;
Kronecker,  Leopold;Kronecker; Leopold; Leopold Kronecker;1823;1891;http://viaf.org/viaf/64088533;http://viaf.org/viaf/;64088533;OM 23.01.1861 ;;;
Pringsheim,  Nathanael;Pringsheim; Nathanael; Nathanael Pringsheim;1823;1894;http://viaf.org/viaf/64121720;http://viaf.org/viaf/;64121720;OM 09.05.1860 bis 30.06.1864 ;EM 01.07.1864 bis 30.07.1868 ;;
Fiorelli,  Giuseppe;Fiorelli; Giuseppe; Giuseppe Fiorelli;1823;1896;http://viaf.org/viaf/42118650;http://viaf.org/viaf/;42118650;KM 12.01.1865 ;;;
Möller,  Max;Müller; Max; Max Müller;1823;1900;http://viaf.org/viaf/9893606;http://viaf.org/viaf/;9893606;KM 12.01.1865 bis 07.12.1899 ;AM 05.03.1900 ;;
Pringsheim,  Nathanael;Pringsheim; Nathanael; Nathanael Pringsheim;1823;1894;http://viaf.org/viaf/64121720;http://viaf.org/viaf/;64121720;OM 09.05.1860 bis 30.06.1864 ;EM 01.07.1864 bis 30.07.1868 ;OM 17.08.1868 ;
Dillmann,  Christian Friedrich August;Dillmann; Christian Friedrich August; Christian Friedrich August Dillmann;1823;1894;http://viaf.org/viaf/45046685;http://viaf.org/viaf/;45046685;OM 28.03.1877 ;;;
Betti,  Enrico;Betti; Enrico; Enrico Betti;1823;1892;http://viaf.org/viaf/22131133;http://viaf.org/viaf/;22131133;KM 06.01.1881 ;;;
Pauli,  Georg Reinhold;Pauli; Georg Reinhold; Georg Reinhold Pauli;1823;1882;http://viaf.org/viaf/17382986;http://viaf.org/viaf/;17382986;KM 30.03.1882 ;;;
Weinhold,  Karl;Weinhold; Karl; Karl Weinhold;1823;1901;http://viaf.org/viaf/19805887;http://viaf.org/viaf/;19805887;OM 25.07.1889 ;;;
Maurer,  Konrad von;Maurer; Konrad von; Konrad von Maurer;1823;1902;http://viaf.org/viaf/89293839;http://viaf.org/viaf/;89293839;KM 25.07.1889 ;;;
Gömbel,  Karl Wilhelm von;Gömbel; Karl Wilhelm von; Karl Wilhelm von Gömbel;1823;1898;http://viaf.org/viaf/54912428;http://viaf.org/viaf/;54912428;KM 13.04.1895 ;;;
Müller,  Friedrich Max;Müller; Friedrich Max; Friedrich Max Müller;1823;1900;http://viaf.org/viaf/9893606;http://viaf.org/viaf/;9893606;KM 12.01.1865 bis 07.12.1899 ;AM 05.03.1900 ;;
Kirchhoff,  Robert;Kirchhoff; Robert; Robert Kirchhoff;1824;1887;http://viaf.org/viaf/2587371;http://viaf.org/viaf/;2587371;KM 24.10.1861 bis 05.05.1870 ;AM 05.05.1870 bis 20.12.1875 ;OM 20.12.1875 ;
Bernays,  Jakob;Bernays; Jakob; Jakob Bernays;1824;1881;http://viaf.org/viaf/34528124;http://viaf.org/viaf/;34528124;KM 12.01.1865 ;;;
Kirchhoff,  Robert;Kirchhoff; Robert; Robert Kirchhoff;1824;1887;http://viaf.org/viaf/2587371;http://viaf.org/viaf/;2587371;KM 24.10.1861 bis 05.05.1870 ;AM 05.05.1870 bis 20.12.1875 ;OM 20.12.1875 ;
Kelvin,  Lord William Thomson;Kelvin; Lord William Thomson; Lord William Thomson Kelvin;1824;1907;http://viaf.org/viaf/29592835;http://viaf.org/viaf/;29592835;KM 13.07.1871 bis 21.12.1899 ;AM 05.03.1900 ;;
Hofmeister,  Wilhelm;Hofmeister; Wilhelm; Wilhelm Hofmeister;1824;1877;http://viaf.org/viaf/71509567;http://viaf.org/viaf/;71509567;KM 16.04.1874 ;;;
Websky,  Martin;Websky; Martin; Martin Websky;1824;1886;http://viaf.org/viaf/74622729;http://viaf.org/viaf/;74622729;OM 24.05.1875 ;;;
Williamson,  Alexander William;Williamson; Alexander William; Alexander William Williamson;1824;1904;http://viaf.org/viaf/52465999;http://viaf.org/viaf/;52465999;KM 18.11.1875 ;;;
Kirchhoff,  Gustav Robert;Kirchhoff; Gustav Robert; Gustav Robert Kirchhoff;1824;1887;http://viaf.org/viaf/2587371;http://viaf.org/viaf/;2587371;KM 24.10.1861 bis 05.05.1870 ;AM 05.05.1870 bis 20.12.1875 ;OM 20.12.1875 ;
Brioschi,  Francesco;Brioschi; Francesco; Francesco Brioschi;1824;1897;http://viaf.org/viaf/19764119;http://viaf.org/viaf/;19764119;KM 06.01.1881 ;;;
Gould,  Benjamin Apthorp;Gould; Benjamin Apthorp; Benjamin Apthorp Gould;1824;1896;http://viaf.org/viaf/27831883;http://viaf.org/viaf/;27831883;KM 07.07.1883 ;;;
Hittorf,  Wilhelm;Hittorf; Wilhelm; Wilhelm Hittorf;1824;1914;http://viaf.org/viaf/52496598;http://viaf.org/viaf/;52496598;KM 31.07.1884 bis 21.12.1899 ;AM 05.03.1900 ;;
Fischer,  Kuno;Fischer; Kuno; Kuno Fischer;1824;1907;http://viaf.org/viaf/29607117;http://viaf.org/viaf/;29607117;KM 29.01.1885 ;;;
Huggins,  Sir William;Huggins; Sir William; Sir William Huggins;1824;1910;http://viaf.org/viaf/17378802;http://viaf.org/viaf/;17378802;KM 12.12.1895 ;;;
Hittorf,  Wilhelm;Hittorf; Wilhelm; Wilhelm Hittorf;1824;1914;http://viaf.org/viaf/52496598;http://viaf.org/viaf/;52496598;KM 31.07.1884 bis 21.12.1899 ;AM 05.03.1900 ;;
Hohenlohe-Schillingsfürst,  Chlodwig Carl Viktor, Fürst zu;Hohenlohe-Schillingsfürst; Chlodwig Carl Viktor, Fürst zu; Chlodwig Carl Viktor, Fürst zu Hohenlohe-Schillingsfürst;1824;1901;http://viaf.org/viaf/95271448;http://viaf.org/viaf/;95271448;EM 05.03.1900 ;;;
Kelvin,  Lord William Thomson;Kelvin; Lord William Thomson; Lord William Thomson Kelvin;1824;1907;http://viaf.org/viaf/29592835;http://viaf.org/viaf/;29592835;KM 13.07.1871 bis 21.12.1899 ;AM 05.03.1900 ;;
Friedländer,  Ludwig;Friedländer; Ludwig; Ludwig Friedländer;1824;1909;http://viaf.org/viaf/217780625;http://viaf.org/viaf/;217780625;KM 18.01.1900 ;;;
Weber,  Albrecht;Weber; Albrecht; Albrecht Weber;1825;1901;http://viaf.org/viaf/7814152;http://viaf.org/viaf/;7814152;OM 24.08.1857 ;;;
Chlumeckyç,  Peter;Chlumeckyç; Peter; Peter Chlumeckyç;1825;1863;http://viaf.org/viaf/61676387;http://viaf.org/viaf/;61676387;KM 25.03.1858 bis 29.03.1863 ;;;
Oppert,  Julius;Oppert; Julius; Julius Oppert;1825;1905;http://viaf.org/viaf/165060;http://viaf.org/viaf/;165060;KM 13.03.1862 ;;;
Huxley,  Thomas Henry;Huxley; Thomas Henry; Thomas Henry Huxley;1825;1895;http://viaf.org/viaf/66511085;http://viaf.org/viaf/;66511085;KM 03.08.1865 ;;;
Heitz,  Emil;Heitz; Emil; Emil Heitz;1825;1890;http://viaf.org/viaf/10221814;http://viaf.org/viaf/;10221814;KM 20.07.1871 ;;;
Frankland,  Sir Edward;Frankland; Sir Edward; Sir Edward Frankland;1825;1899;http://viaf.org/viaf/35265209;http://viaf.org/viaf/;35265209;KM 18.11.1875 ;;;
Kjerulf,  Theodor;Kjerulf; Theodor; Theodor Kjerulf;1825;1888;http://viaf.org/viaf/42144110;http://viaf.org/viaf/;42144110;KM 03.03.1881 ;;;
Stubbs,  William;Stubbs; William; William Stubbs;1825;1901;http://viaf.org/viaf/49302607;http://viaf.org/viaf/;49302607;KM 30.03.1882 ;;;
Pedro II. Brasilien,  Kaiser;Pedro II. Brasilien; Kaiser; Kaiser Pedro II. Brasilien;1825;1891;http://viaf.org/viaf/265789331;http://viaf.org/viaf/;265789331;EM 18.10.1882 ;;;
Ibänçez e Ibänçez de Içbero, Carlos;Ibänçez e Ibänçez de Içbero;Carlos;Carlos Ibänçez e Ibänçez de Içbero;1825;1891;http://viaf.org/viaf/39598058;http://viaf.org/viaf/;39598058;EM 01.04.1887 ;;;
Möbius,  Karl August;Möbius; Karl August; Karl August Möbius;1825;1908;http://viaf.org/viaf/37708876;http://viaf.org/viaf/;37708876;OM 30.04.1888 ;;;
Riemann,  Bernhard;Riemann; Bernhard; Bernhard Riemann;1826;1866;http://viaf.org/viaf/5111664;http://viaf.org/viaf/;5111664;KM 11.08.1859 bis 01.03.1866 ;AM 24.03.1866 ;;
Kirchhoff,  Adolf;Kirchhoff; Adolf; Adolf Kirchhoff;1826;1908;http://viaf.org/viaf/64119196;http://viaf.org/viaf/;64119196;OM 07.03.1860 ;;;
Waddington,  William Henry;Waddington; William Henry; William Henry Waddington;1826;1894;http://viaf.org/viaf/64130319;http://viaf.org/viaf/;64130319;KM 15.02.1866 ;;;
Riemann,  Bernhard;Riemann; Bernhard; Bernhard Riemann;1826;1866;http://viaf.org/viaf/5111664;http://viaf.org/viaf/;5111664;KM 11.08.1859 bis 01.03.1866 ;AM 24.03.1866 ;;
Delisle,  Léopold-Victor;Delisle; Léopold-Victor; Léopold-Victor Delisle;1826;1910;http://viaf.org/viaf/12307199;http://viaf.org/viaf/;12307199;KM 11.04.1867 bis 24.07.1902 ;AM 16.11.1902 ;;
Wiedemann,  Gustav;Wiedemann; Gustav; Gustav Wiedemann;1826;1899;http://viaf.org/viaf/27149670;http://viaf.org/viaf/;27149670;KM 13.03.1879 ;;;
Smith,  Henry John Stephen;Smith; Henry John Stephen; Henry John Stephen Smith;1826;1883;http://viaf.org/viaf/54231117;http://viaf.org/viaf/;54231117;KM 15.04.1880 ;;;
Gegenbaur,  Carl;Gegenbaur; Carl; Carl Gegenbaur;1826;1903;http://viaf.org/viaf/40176802;http://viaf.org/viaf/;40176802;KM 17.01.1884 bis 21.12.1899 ;AM 05.03.1900 ;;
Traube,  Moritz;Traube; Moritz; Moritz Traube;1826;1894;http://viaf.org/viaf/24913148;http://viaf.org/viaf/;24913148;KM 29.07.1886 ;;;
Cannizzaro,  Stanislao;Cannizzaro; Stanislao; Stanislao Cannizzaro;1826;1910;http://viaf.org/viaf/59200217;http://viaf.org/viaf/;59200217;KM 06.12.1888 ;;;
Cowell,  Edward Byles;Cowell; Edward Byles; Edward Byles Cowell;1826;1903;http://viaf.org/viaf/19752874;http://viaf.org/viaf/;19752874;KM 20.04.1893 ;;;
Ficker,  Julius von;Ficker; Julius von; Julius von Ficker;1826;1902;http://viaf.org/viaf/14832017;http://viaf.org/viaf/;14832017;KM 20.07.1893 ;;;
Neumayer,  Georg Balthasar von;Neumayer; Georg Balthasar von; Georg Balthasar von Neumayer;1826;1909;http://viaf.org/viaf/22442169;http://viaf.org/viaf/;22442169;KM 27.02.1896 ;;;
Gegenbaur,  Carl;Gegenbaur; Carl; Carl Gegenbaur;1826;1903;http://viaf.org/viaf/40176802;http://viaf.org/viaf/;40176802;KM 17.01.1884 bis 21.12.1899 ;AM 05.03.1900 ;;
Thomsen,  Julius;Thomsen; Julius; Julius Thomsen;1826;1909;http://viaf.org/viaf/8163388;http://viaf.org/viaf/;8163388;KM 08.02.1900;;;
Whitney,  William Dwight;Whitney; William Dwight; William Dwight Whitney;1827;1894;http://viaf.org/viaf/29550661;http://viaf.org/viaf/;29550661;KM 13.02.1873 ;;;
Brugsch,  Heinrich Karl;Brugsch; Heinrich Karl; Heinrich Karl Brugsch;1827;1894;http://viaf.org/viaf/17384630;http://viaf.org/viaf/;17384630;KM 13.02.1876 ;;;
Ribbeck,  Otto;Ribbeck; Otto; Otto Ribbeck;1827;1898;http://viaf.org/viaf/19728115;http://viaf.org/viaf/;19728115;KM 16.07.1896 ;;;
Bekker,  Ernst Immanuel;Bekker; Ernst Immanuel; Ernst Immanuel Bekker;1827;1916;http://viaf.org/viaf/7451149;http://viaf.org/viaf/;7451149;KM 29.07.1897 ;;;
Villari,  Pasquale;Villari; Pasquale; Pasquale Villari;1827;1917;http://viaf.org/viaf/66481758;http://viaf.org/viaf/;66481758;AM 05.03.1900 ;;;
Berthelot,  Pierre Eugéne Marcellin;Berthelot; Pierre Eugéne Marcellin; Pierre Eugéne Marcellin Berthelot;1827;1907;http://viaf.org/viaf/54207651;http://viaf.org/viaf/;54207651;AM 05.03.1900 ;;;
Falk,  Paul Ludwig Adalbert;Falk; Paul Ludwig Adalbert; Paul Ludwig Adalbert Falk;1827;1900;http://viaf.org/viaf/77109972;http://viaf.org/viaf/;77109972;EM 05.03.1900 ;;;
Gaudry,  Albert;Gaudry; Albert; Albert Gaudry;1827;1908;http://viaf.org/viaf/34542119;http://viaf.org/viaf/;34542119;KM 08.02.1900 ;;;
Ceriani,  Antonio Maria;Ceriani; Antonio Maria; Antonio Maria Ceriani;1828;1902;http://viaf.org/viaf/4923544;http://viaf.org/viaf/;4923544;KM 04.11.1869 bis 05.03.1907 ;;;
Sickel,  Theodor von;Sickel; Theodor von; Theodor von Sickel;1828;1908;http://viaf.org/viaf/66599526;http://viaf.org/viaf/;66599526;KM 06.04.1876 bis 07.12.1899 ;AM 05.03.1900 ;;
Weizsäcker,  Julius;Weizsäcker; Julius; Julius Weizsäcker;1828;1889;http://viaf.org/viaf/107535421;http://viaf.org/viaf/;107535421;OM 24.01.1887 ;;;
Schönfeld,  Eduard;Schönfeld; Eduard; Eduard Schönfeld;1828;1891;http://viaf.org/viaf/5730955;http://viaf.org/viaf/;5730955;KM 10.02.1887 ;;;
Ahlwardt,  Wilhelm Theodor;Ahlwardt; Wilhelm Theodor; Wilhelm Theodor Ahlwardt;1828;1909;http://viaf.org/viaf/27218796;http://viaf.org/viaf/;27218796;KM 02.02.1888 ;;;
Cohn,  Ferdinand Julius;Cohn; Ferdinand Julius; Ferdinand Julius Cohn;1828;1898;http://viaf.org/viaf/61803207;http://viaf.org/viaf/;61803207;KM 19.12.1889 ;;;
Sickel,  Theodor, Ritter von;Sickel; Theodor, Ritter von; Theodor, Ritter von Sickel;1828;1908;http://viaf.org/viaf/66599526;http://viaf.org/viaf/;66599526;KM 06.04.1876 bis 07.12.1899 ;AM 05.03.1900 ;;
Levasseur,  Émile;Levasseur; Émile; Émile Levasseur;1828;1911;http://viaf.org/viaf/39437741;http://viaf.org/viaf/;39437741;KM 18.01.1900 ;;;
Burdon-sanderson,  Sir John;Burdon-sanderson; Sir John; Sir John Burdon-sanderson;1828;1905;http://viaf.org/viaf/17982999;http://viaf.org/viaf/;17982999;KM 22.02.1900 ;;;
Christoffel,  Elwin Bruno;Christoffel; Elwin Bruno; Elwin Bruno Christoffel;1829;1900;http://viaf.org/viaf/30328159;http://viaf.org/viaf/;30328159;KM 02.04.1868 ;;;
Pflüger,  Eduard Friedrich Wilhelm;Pflüger; Eduard Friedrich Wilhelm; Eduard Friedrich Wilhelm Pflüger;1829;1910;http://viaf.org/viaf/20424836;http://viaf.org/viaf/;20424836;KM 03.04.1873 bis 21.12.1899 ;AM 05.03.1900 ;;
Kekulé von Stradonitz,  August;Kekulé von Stradonitz; August; August Kekulé von Stradonitz;1829;1896;http://viaf.org/viaf/69046281;http://viaf.org/viaf/;69046281;KM 18.11.1875 bis 29.01.1885 ;AM 02.03.1885 ;;
Schwendener,  Simon;Schwendener; Simon; Simon Schwendener;1829;1919;http://viaf.org/viaf/61663979;http://viaf.org/viaf/;61663979;OM 13.07.1879 ;;;
Schroeter,  Heinrich Eduard;Schroeter; Heinrich Eduard; Heinrich Eduard Schroeter;1829;1892;http://viaf.org/viaf/91996632;http://viaf.org/viaf/;91996632;KM 06.01.1881 ;;;
Kekulé von Stradonitz,  August;Kekulé von Stradonitz; August; August Kekulé von Stradonitz;1829;1896;http://viaf.org/viaf/69046281;http://viaf.org/viaf/;69046281;KM 18.11.1875 bis 29.01.1885 ;AM 02.03.1885 ;;
